All_isequal,A_df1,A_df2,A_isequal,B_df1,B_df2,B_isequal,C_df1,C_df2,C_isequal,D_df1,D_df2,D_isequal,E_df1,E_df2,E_isequal
True,325.0,325.0,True,541.0,541.0,True,847.0,847.0,True,nymmmbobgk,nymmmbobgk,True,weosbzwpxt,weosbzwpxt,True
False,554.0,555.0,False,264.0,265.0,False,782.0,783.0,False,mtyjsvebda,mtyjsvebda,True,iuzemasxup,ascbzxjlhl,False
True,998.0,998.0,True,405.0,405.0,True,831.0,831.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
True,921.0,921.0,True,528.0,528.0,True,586.0,586.0,True,mtyjsvebda,mtyjsvebda,True,ascbzxjlhl,ascbzxjlhl,True
True,764.0,764.0,True,836.0,836.0,True,389.0,389.0,True,mtyjsvebda,mtyjsvebda,True,lmecjgmczy,lmecjgmczy,True
True,901.0,901.0,True,228.0,228.0,True,505.0,505.0,True,lblbzlxdgm,lblbzlxdgm,True,zdtjamjnql,zdtjamjnql,True
True,180.0,180.0,True,996.0,996.0,True,725.0,725.0,True,lblbzlxdgm,lblbzlxdgm,True,ascbzxjlhl,ascbzxjlhl,True
True,584.0,584.0,True,499.0,499.0,True,261.0,261.0,True,mtyjsvebda,mtyjsvebda,True,weosbzwpxt,weosbzwpxt,True
True,901.0,901.0,True,789.0,789.0,True,748.0,748.0,True,ouradkbgcn,ouradkbgcn,True,weosbzwpxt,weosbzwpxt,True
False,631.0,,False,668.0,,False,526.0,,False,fbvofigesg,,False,lmecjgmczy,,False
True,547.0,547.0,True,259.0,259.0,True,131.0,131.0,True,fbvofigesg,fbvofigesg,True,weosbzwpxt,weosbzwpxt,True
True,359.0,359.0,True,673.0,673.0,True,210.0,210.0,True,xcpzyeuplr,xcpzyeuplr,True,lmecjgmczy,lmecjgmczy,True
True,725.0,725.0,True,317.0,317.0,True,782.0,782.0,True,snqkmqrzga,snqkmqrzga,True,ascbzxjlhl,ascbzxjlhl,True
True,314.0,314.0,True,177.0,177.0,True,622.0,622.0,True,mtyjsvebda,mtyjsvebda,True,ascbzxjlhl,ascbzxjlhl,True
True,182.0,182.0,True,686.0,686.0,True,94.0,94.0,True,nymmmbobgk,nymmmbobgk,True,weosbzwpxt,weosbzwpxt,True
True,577.0,577.0,True,941.0,941.0,True,528.0,528.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
False,934.0,935.0,False,110.0,111.0,False,934.0,935.0,False,owxhsmekyp,wqcffrrpco,False,lmecjgmczy,zdtjamjnql,False
True,911.0,911.0,True,678.0,678.0,True,684.0,684.0,True,ouradkbgcn,ouradkbgcn,True,weosbzwpxt,weosbzwpxt,True
True,36.0,36.0,True,513.0,513.0,True,555.0,555.0,True,owxhsmekyp,owxhsmekyp,True,ascbzxjlhl,ascbzxjlhl,True
True,262.0,262.0,True,227.0,227.0,True,99.0,99.0,True,mtyjsvebda,mtyjsvebda,True,weosbzwpxt,weosbzwpxt,True
True,581.0,581.0,True,913.0,913.0,True,416.0,416.0,True,owxhsmekyp,owxhsmekyp,True,iuzemasxup,iuzemasxup,True
True,977.0,977.0,True,683.0,683.0,True,233.0,233.0,True,snqkmqrzga,snqkmqrzga,True,zdtjamjnql,zdtjamjnql,True
True,588.0,588.0,True,534.0,534.0,True,872.0,872.0,True,xcpzyeuplr,xcpzyeuplr,True,lmecjgmczy,lmecjgmczy,True
True,11.0,11.0,True,301.0,301.0,True,870.0,870.0,True,tlymfpehaj,tlymfpehaj,True,weosbzwpxt,weosbzwpxt,True
False,585.0,,False,282.0,,False,276.0,,False,snqkmqrzga,,False,iuzemasxup,,False
False,789.0,,False,758.0,,False,258.0,,False,snqkmqrzga,,False,weosbzwpxt,,False
True,390.0,390.0,True,683.0,683.0,True,139.0,139.0,True,nymmmbobgk,nymmmbobgk,True,ascbzxjlhl,ascbzxjlhl,True
False,229.0,230.0,False,657.0,658.0,False,815.0,816.0,False,wqcffrrpco,wqcffrrpco,True,ascbzxjlhl,weosbzwpxt,False
True,728.0,728.0,True,64.0,64.0,True,63.0,63.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
True,506.0,506.0,True,718.0,718.0,True,435.0,435.0,True,fbvofigesg,fbvofigesg,True,weosbzwpxt,weosbzwpxt,True
True,707.0,707.0,True,726.0,726.0,True,166.0,166.0,True,owxhsmekyp,owxhsmekyp,True,zdtjamjnql,zdtjamjnql,True
True,608.0,608.0,True,656.0,656.0,True,383.0,383.0,True,wqcffrrpco,wqcffrrpco,True,ascbzxjlhl,ascbzxjlhl,True
True,290.0,290.0,True,807.0,807.0,True,155.0,155.0,True,ouradkbgcn,ouradkbgcn,True,zdtjamjnql,zdtjamjnql,True
True,710.0,710.0,True,733.0,733.0,True,773.0,773.0,True,lblbzlxdgm,lblbzlxdgm,True,iuzemasxup,iuzemasxup,True
True,509.0,509.0,True,195.0,195.0,True,387.0,387.0,True,nymmmbobgk,nymmmbobgk,True,iuzemasxup,iuzemasxup,True
True,961.0,961.0,True,221.0,221.0,True,227.0,227.0,True,owxhsmekyp,owxhsmekyp,True,zdtjamjnql,zdtjamjnql,True
True,107.0,107.0,True,627.0,627.0,True,152.0,152.0,True,lblbzlxdgm,lblbzlxdgm,True,ascbzxjlhl,ascbzxjlhl,True
True,262.0,262.0,True,122.0,122.0,True,486.0,486.0,True,nymmmbobgk,nymmmbobgk,True,iuzemasxup,iuzemasxup,True
True,822.0,822.0,True,170.0,170.0,True,705.0,705.0,True,ouradkbgcn,ouradkbgcn,True,weosbzwpxt,weosbzwpxt,True
True,350.0,350.0,True,689.0,689.0,True,591.0,591.0,True,snqkmqrzga,snqkmqrzga,True,ascbzxjlhl,ascbzxjlhl,True
True,60.0,60.0,True,725.0,725.0,True,743.0,743.0,True,xcpzyeuplr,xcpzyeuplr,True,lmecjgmczy,lmecjgmczy,True
True,962.0,962.0,True,153.0,153.0,True,743.0,743.0,True,wqcffrrpco,wqcffrrpco,True,ascbzxjlhl,ascbzxjlhl,True
True,530.0,530.0,True,187.0,187.0,True,120.0,120.0,True,lblbzlxdgm,lblbzlxdgm,True,zdtjamjnql,zdtjamjnql,True
False,901.0,,False,997.0,,False,343.0,,False,lblbzlxdgm,,False,iuzemasxup,,False
True,349.0,349.0,True,380.0,380.0,True,179.0,179.0,True,ouradkbgcn,ouradkbgcn,True,ascbzxjlhl,ascbzxjlhl,True
True,846.0,846.0,True,12.0,12.0,True,10.0,10.0,True,mtyjsvebda,mtyjsvebda,True,zdtjamjnql,zdtjamjnql,True
True,624.0,624.0,True,508.0,508.0,True,733.0,733.0,True,snqkmqrzga,snqkmqrzga,True,lmecjgmczy,lmecjgmczy,True
True,692.0,692.0,True,73.0,73.0,True,406.0,406.0,True,snqkmqrzga,snqkmqrzga,True,lmecjgmczy,lmecjgmczy,True
False,246.0,247.0,False,307.0,308.0,False,228.0,229.0,False,owxhsmekyp,lblbzlxdgm,False,ascbzxjlhl,iuzemasxup,False
False,941.0,942.0,False,348.0,349.0,False,519.0,520.0,False,xcpzyeuplr,nymmmbobgk,False,lmecjgmczy,iuzemasxup,False
True,658.0,658.0,True,643.0,643.0,True,854.0,854.0,True,nymmmbobgk,nymmmbobgk,True,weosbzwpxt,weosbzwpxt,True
True,1.0,1.0,True,470.0,470.0,True,541.0,541.0,True,fbvofigesg,fbvofigesg,True,lmecjgmczy,lmecjgmczy,True
True,916.0,916.0,True,939.0,939.0,True,970.0,970.0,True,snqkmqrzga,snqkmqrzga,True,zdtjamjnql,zdtjamjnql,True
True,368.0,368.0,True,489.0,489.0,True,115.0,115.0,True,fbvofigesg,fbvofigesg,True,lmecjgmczy,lmecjgmczy,True
True,639.0,639.0,True,707.0,707.0,True,298.0,298.0,True,owxhsmekyp,owxhsmekyp,True,iuzemasxup,iuzemasxup,True
False,138.0,139.0,False,873.0,874.0,False,454.0,455.0,False,snqkmqrzga,wqcffrrpco,False,weosbzwpxt,lmecjgmczy,False
True,585.0,585.0,True,527.0,527.0,True,75.0,75.0,True,wqcffrrpco,wqcffrrpco,True,weosbzwpxt,weosbzwpxt,True
False,608.0,609.0,False,289.0,290.0,False,612.0,613.0,False,wqcffrrpco,lblbzlxdgm,False,lmecjgmczy,ascbzxjlhl,False
True,66.0,66.0,True,965.0,965.0,True,898.0,898.0,True,nymmmbobgk,nymmmbobgk,True,zdtjamjnql,zdtjamjnql,True
True,834.0,834.0,True,451.0,451.0,True,425.0,425.0,True,tlymfpehaj,tlymfpehaj,True,lmecjgmczy,lmecjgmczy,True
True,543.0,543.0,True,915.0,915.0,True,321.0,321.0,True,lblbzlxdgm,lblbzlxdgm,True,weosbzwpxt,weosbzwpxt,True
True,950.0,950.0,True,666.0,666.0,True,96.0,96.0,True,tlymfpehaj,tlymfpehaj,True,iuzemasxup,iuzemasxup,True
True,509.0,509.0,True,743.0,743.0,True,85.0,85.0,True,snqkmqrzga,snqkmqrzga,True,ascbzxjlhl,ascbzxjlhl,True
True,641.0,641.0,True,388.0,388.0,True,101.0,101.0,True,snqkmqrzga,snqkmqrzga,True,iuzemasxup,iuzemasxup,True
True,399.0,399.0,True,666.0,666.0,True,705.0,705.0,True,wqcffrrpco,wqcffrrpco,True,zdtjamjnql,zdtjamjnql,True
True,959.0,959.0,True,98.0,98.0,True,625.0,625.0,True,ouradkbgcn,ouradkbgcn,True,iuzemasxup,iuzemasxup,True
True,755.0,755.0,True,673.0,673.0,True,186.0,186.0,True,lblbzlxdgm,lblbzlxdgm,True,ascbzxjlhl,ascbzxjlhl,True
True,677.0,677.0,True,613.0,613.0,True,60.0,60.0,True,owxhsmekyp,owxhsmekyp,True,zdtjamjnql,zdtjamjnql,True
True,865.0,865.0,True,4.0,4.0,True,478.0,478.0,True,snqkmqrzga,snqkmqrzga,True,weosbzwpxt,weosbzwpxt,True
False,158.0,,False,539.0,,False,802.0,,False,xcpzyeuplr,,False,lmecjgmczy,,False
True,985.0,985.0,True,413.0,413.0,True,896.0,896.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
False,726.0,727.0,False,440.0,441.0,False,250.0,251.0,False,tlymfpehaj,lblbzlxdgm,False,zdtjamjnql,iuzemasxup,False
True,528.0,528.0,True,685.0,685.0,True,41.0,41.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
True,530.0,530.0,True,437.0,437.0,True,131.0,131.0,True,ouradkbgcn,ouradkbgcn,True,weosbzwpxt,weosbzwpxt,True
True,37.0,37.0,True,202.0,202.0,True,487.0,487.0,True,mtyjsvebda,mtyjsvebda,True,ascbzxjlhl,ascbzxjlhl,True
True,633.0,633.0,True,274.0,274.0,True,70.0,70.0,True,xcpzyeuplr,xcpzyeuplr,True,iuzemasxup,iuzemasxup,True
True,394.0,394.0,True,691.0,691.0,True,112.0,112.0,True,owxhsmekyp,owxhsmekyp,True,iuzemasxup,iuzemasxup,True
True,484.0,484.0,True,830.0,830.0,True,231.0,231.0,True,fbvofigesg,fbvofigesg,True,ascbzxjlhl,ascbzxjlhl,True
True,862.0,862.0,True,694.0,694.0,True,37.0,37.0,True,ouradkbgcn,ouradkbgcn,True,weosbzwpxt,weosbzwpxt,True
True,415.0,415.0,True,731.0,731.0,True,625.0,625.0,True,tlymfpehaj,tlymfpehaj,True,iuzemasxup,iuzemasxup,True
True,605.0,605.0,True,712.0,712.0,True,113.0,113.0,True,lblbzlxdgm,lblbzlxdgm,True,weosbzwpxt,weosbzwpxt,True
True,745.0,745.0,True,668.0,668.0,True,393.0,393.0,True,wqcffrrpco,wqcffrrpco,True,iuzemasxup,iuzemasxup,True
False,523.0,524.0,False,97.0,98.0,False,463.0,464.0,False,ouradkbgcn,nymmmbobgk,False,zdtjamjnql,ascbzxjlhl,False
True,863.0,863.0,True,583.0,583.0,True,638.0,638.0,True,fbvofigesg,fbvofigesg,True,lmecjgmczy,lmecjgmczy,True
True,783.0,783.0,True,209.0,209.0,True,706.0,706.0,True,owxhsmekyp,owxhsmekyp,True,ascbzxjlhl,ascbzxjlhl,True
True,496.0,496.0,True,639.0,639.0,True,236.0,236.0,True,owxhsmekyp,owxhsmekyp,True,weosbzwpxt,weosbzwpxt,True
True,33.0,33.0,True,87.0,87.0,True,199.0,199.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
False,685.0,,False,398.0,,False,528.0,,False,ouradkbgcn,,False,iuzemasxup,,False
True,271.0,271.0,True,745.0,745.0,True,189.0,189.0,True,tlymfpehaj,tlymfpehaj,True,ascbzxjlhl,ascbzxjlhl,True
True,121.0,121.0,True,371.0,371.0,True,816.0,816.0,True,mtyjsvebda,mtyjsvebda,True,weosbzwpxt,weosbzwpxt,True
True,981.0,981.0,True,608.0,608.0,True,725.0,725.0,True,wqcffrrpco,wqcffrrpco,True,weosbzwpxt,weosbzwpxt,True
False,972.0,973.0,False,14.0,15.0,False,342.0,343.0,False,mtyjsvebda,tlymfpehaj,False,iuzemasxup,zdtjamjnql,False
True,796.0,796.0,True,297.0,297.0,True,273.0,273.0,True,lblbzlxdgm,lblbzlxdgm,True,zdtjamjnql,zdtjamjnql,True
True,213.0,213.0,True,946.0,946.0,True,897.0,897.0,True,owxhsmekyp,owxhsmekyp,True,weosbzwpxt,weosbzwpxt,True
True,668.0,668.0,True,734.0,734.0,True,629.0,629.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
False,538.0,,False,499.0,,False,665.0,,False,nymmmbobgk,,False,iuzemasxup,,False
True,376.0,376.0,True,145.0,145.0,True,6.0,6.0,True,wqcffrrpco,wqcffrrpco,True,iuzemasxup,iuzemasxup,True
True,708.0,708.0,True,453.0,453.0,True,505.0,505.0,True,nymmmbobgk,nymmmbobgk,True,zdtjamjnql,zdtjamjnql,True
True,240.0,240.0,True,435.0,435.0,True,737.0,737.0,True,mtyjsvebda,mtyjsvebda,True,lmecjgmczy,lmecjgmczy,True
True,655.0,655.0,True,979.0,979.0,True,112.0,112.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
True,247.0,247.0,True,667.0,667.0,True,700.0,700.0,True,nymmmbobgk,nymmmbobgk,True,weosbzwpxt,weosbzwpxt,True
True,663.0,663.0,True,323.0,323.0,True,755.0,755.0,True,owxhsmekyp,owxhsmekyp,True,iuzemasxup,iuzemasxup,True
True,891.0,891.0,True,824.0,824.0,True,739.0,739.0,True,owxhsmekyp,owxhsmekyp,True,iuzemasxup,iuzemasxup,True
True,193.0,193.0,True,578.0,578.0,True,483.0,483.0,True,fbvofigesg,fbvofigesg,True,ascbzxjlhl,ascbzxjlhl,True
True,336.0,336.0,True,806.0,806.0,True,201.0,201.0,True,snqkmqrzga,snqkmqrzga,True,weosbzwpxt,weosbzwpxt,True
False,446.0,447.0,False,735.0,736.0,False,171.0,172.0,False,xcpzyeuplr,snqkmqrzga,False,iuzemasxup,ascbzxjlhl,False
True,940.0,940.0,True,397.0,397.0,True,10.0,10.0,True,wqcffrrpco,wqcffrrpco,True,lmecjgmczy,lmecjgmczy,True
True,388.0,388.0,True,764.0,764.0,True,389.0,389.0,True,lblbzlxdgm,lblbzlxdgm,True,zdtjamjnql,zdtjamjnql,True
True,791.0,791.0,True,254.0,254.0,True,453.0,453.0,True,nymmmbobgk,nymmmbobgk,True,zdtjamjnql,zdtjamjnql,True
True,5.0,5.0,True,393.0,393.0,True,319.0,319.0,True,snqkmqrzga,snqkmqrzga,True,lmecjgmczy,lmecjgmczy,True
True,96.0,96.0,True,121.0,121.0,True,423.0,423.0,True,wqcffrrpco,wqcffrrpco,True,zdtjamjnql,zdtjamjnql,True
True,838.0,838.0,True,734.0,734.0,True,350.0,350.0,True,xcpzyeuplr,xcpzyeuplr,True,iuzemasxup,iuzemasxup,True
True,130.0,130.0,True,987.0,987.0,True,895.0,895.0,True,mtyjsvebda,mtyjsvebda,True,zdtjamjnql,zdtjamjnql,True
True,456.0,456.0,True,25.0,25.0,True,984.0,984.0,True,wqcffrrpco,wqcffrrpco,True,ascbzxjlhl,ascbzxjlhl,True
True,52.0,52.0,True,235.0,235.0,True,192.0,192.0,True,nymmmbobgk,nymmmbobgk,True,iuzemasxup,iuzemasxup,True
True,544.0,544.0,True,227.0,227.0,True,959.0,959.0,True,owxhsmekyp,owxhsmekyp,True,iuzemasxup,iuzemasxup,True
True,919.0,919.0,True,50.0,50.0,True,209.0,209.0,True,fbvofigesg,fbvofigesg,True,zdtjamjnql,zdtjamjnql,True
True,403.0,403.0,True,406.0,406.0,True,338.0,338.0,True,owxhsmekyp,owxhsmekyp,True,weosbzwpxt,weosbzwpxt,True
True,919.0,919.0,True,34.0,34.0,True,607.0,607.0,True,fbvofigesg,fbvofigesg,True,zdtjamjnql,zdtjamjnql,True
True,294.0,294.0,True,508.0,508.0,True,15.0,15.0,True,ouradkbgcn,ouradkbgcn,True,iuzemasxup,iuzemasxup,True
True,328.0,328.0,True,679.0,679.0,True,705.0,705.0,True,owxhsmekyp,owxhsmekyp,True,ascbzxjlhl,ascbzxjlhl,True
True,506.0,506.0,True,225.0,225.0,True,461.0,461.0,True,lblbzlxdgm,lblbzlxdgm,True,ascbzxjlhl,ascbzxjlhl,True
True,686.0,686.0,True,933.0,933.0,True,130.0,130.0,True,ouradkbgcn,ouradkbgcn,True,weosbzwpxt,weosbzwpxt,True
False,308.0,309.0,False,296.0,297.0,False,203.0,204.0,False,nymmmbobgk,ouradkbgcn,False,ascbzxjlhl,iuzemasxup,False
True,579.0,579.0,True,277.0,277.0,True,263.0,263.0,True,mtyjsvebda,mtyjsvebda,True,weosbzwpxt,weosbzwpxt,True
True,951.0,951.0,True,183.0,183.0,True,766.0,766.0,True,xcpzyeuplr,xcpzyeuplr,True,weosbzwpxt,weosbzwpxt,True
True,776.0,776.0,True,122.0,122.0,True,615.0,615.0,True,fbvofigesg,fbvofigesg,True,weosbzwpxt,weosbzwpxt,True
True,413.0,413.0,True,155.0,155.0,True,397.0,397.0,True,fbvofigesg,fbvofigesg,True,ascbzxjlhl,ascbzxjlhl,True
False,12.0,,False,628.0,,False,255.0,,False,tlymfpehaj,,False,weosbzwpxt,,False
False,582.0,,False,864.0,,False,529.0,,False,xcpzyeuplr,,False,zdtjamjnql,,False
True,813.0,813.0,True,96.0,96.0,True,439.0,439.0,True,nymmmbobgk,nymmmbobgk,True,zdtjamjnql,zdtjamjnql,True
False,680.0,,False,582.0,,False,503.0,,False,nymmmbobgk,,False,weosbzwpxt,,False
True,120.0,120.0,True,54.0,54.0,True,191.0,191.0,True,ouradkbgcn,ouradkbgcn,True,ascbzxjlhl,ascbzxjlhl,True
False,714.0,715.0,False,250.0,251.0,False,332.0,333.0,False,tlymfpehaj,owxhsmekyp,False,iuzemasxup,weosbzwpxt,False
False,927.0,,False,905.0,,False,636.0,,False,wqcffrrpco,,False,weosbzwpxt,,False
True,244.0,244.0,True,32.0,32.0,True,763.0,763.0,True,snqkmqrzga,snqkmqrzga,True,iuzemasxup,iuzemasxup,True
True,931.0,931.0,True,122.0,122.0,True,641.0,641.0,True,owxhsmekyp,owxhsmekyp,True,ascbzxjlhl,ascbzxjlhl,True
False,478.0,479.0,False,356.0,357.0,False,576.0,577.0,False,mtyjsvebda,wqcffrrpco,False,lmecjgmczy,zdtjamjnql,False
True,412.0,412.0,True,819.0,819.0,True,918.0,918.0,True,wqcffrrpco,wqcffrrpco,True,weosbzwpxt,weosbzwpxt,True
False,897.0,,False,220.0,,False,182.0,,False,nymmmbobgk,,False,weosbzwpxt,,False
True,177.0,177.0,True,276.0,276.0,True,766.0,766.0,True,ouradkbgcn,ouradkbgcn,True,lmecjgmczy,lmecjgmczy,True
True,623.0,623.0,True,909.0,909.0,True,669.0,669.0,True,fbvofigesg,fbvofigesg,True,lmecjgmczy,lmecjgmczy,True
True,624.0,624.0,True,869.0,869.0,True,575.0,575.0,True,nymmmbobgk,nymmmbobgk,True,weosbzwpxt,weosbzwpxt,True
True,145.0,145.0,True,699.0,699.0,True,476.0,476.0,True,owxhsmekyp,owxhsmekyp,True,weosbzwpxt,weosbzwpxt,True
True,119.0,119.0,True,308.0,308.0,True,251.0,251.0,True,tlymfpehaj,tlymfpehaj,True,lmecjgmczy,lmecjgmczy,True
True,743.0,743.0,True,193.0,193.0,True,640.0,640.0,True,ouradkbgcn,ouradkbgcn,True,ascbzxjlhl,ascbzxjlhl,True
True,247.0,247.0,True,132.0,132.0,True,562.0,562.0,True,lblbzlxdgm,lblbzlxdgm,True,weosbzwpxt,weosbzwpxt,True
False,735.0,736.0,False,859.0,860.0,False,308.0,309.0,False,owxhsmekyp,xcpzyeuplr,False,zdtjamjnql,lmecjgmczy,False
True,107.0,107.0,True,461.0,461.0,True,941.0,941.0,True,xcpzyeuplr,xcpzyeuplr,True,iuzemasxup,iuzemasxup,True
True,232.0,232.0,True,616.0,616.0,True,967.0,967.0,True,snqkmqrzga,snqkmqrzga,True,zdtjamjnql,zdtjamjnql,True
True,448.0,448.0,True,607.0,607.0,True,963.0,963.0,True,wqcffrrpco,wqcffrrpco,True,lmecjgmczy,lmecjgmczy,True
False,453.0,454.0,False,256.0,257.0,False,591.0,592.0,False,mtyjsvebda,nymmmbobgk,False,iuzemasxup,iuzemasxup,True
True,420.0,420.0,True,806.0,806.0,True,4.0,4.0,True,ouradkbgcn,ouradkbgcn,True,zdtjamjnql,zdtjamjnql,True
True,679.0,679.0,True,590.0,590.0,True,473.0,473.0,True,xcpzyeuplr,xcpzyeuplr,True,lmecjgmczy,lmecjgmczy,True
True,80.0,80.0,True,344.0,344.0,True,530.0,530.0,True,mtyjsvebda,mtyjsvebda,True,lmecjgmczy,lmecjgmczy,True
True,679.0,679.0,True,325.0,325.0,True,483.0,483.0,True,nymmmbobgk,nymmmbobgk,True,iuzemasxup,iuzemasxup,True
True,847.0,847.0,True,778.0,778.0,True,100.0,100.0,True,tlymfpehaj,tlymfpehaj,True,weosbzwpxt,weosbzwpxt,True
True,732.0,732.0,True,932.0,932.0,True,819.0,819.0,True,nymmmbobgk,nymmmbobgk,True,lmecjgmczy,lmecjgmczy,True
True,889.0,889.0,True,107.0,107.0,True,705.0,705.0,True,xcpzyeuplr,xcpzyeuplr,True,lmecjgmczy,lmecjgmczy,True
True,367.0,367.0,True,821.0,821.0,True,676.0,676.0,True,ouradkbgcn,ouradkbgcn,True,ascbzxjlhl,ascbzxjlhl,True
False,995.0,996.0,False,417.0,418.0,False,162.0,163.0,False,wqcffrrpco,owxhsmekyp,False,zdtjamjnql,iuzemasxup,False
False,485.0,486.0,False,464.0,465.0,False,653.0,654.0,False,wqcffrrpco,ouradkbgcn,False,iuzemasxup,weosbzwpxt,False
False,445.0,,False,310.0,,False,164.0,,False,owxhsmekyp,,False,zdtjamjnql,,False
True,968.0,968.0,True,33.0,33.0,True,633.0,633.0,True,snqkmqrzga,snqkmqrzga,True,iuzemasxup,iuzemasxup,True
True,322.0,322.0,True,342.0,342.0,True,348.0,348.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
True,124.0,124.0,True,989.0,989.0,True,728.0,728.0,True,owxhsmekyp,owxhsmekyp,True,ascbzxjlhl,ascbzxjlhl,True
True,667.0,667.0,True,590.0,590.0,True,401.0,401.0,True,ouradkbgcn,ouradkbgcn,True,weosbzwpxt,weosbzwpxt,True
False,987.0,,False,356.0,,False,267.0,,False,owxhsmekyp,,False,ascbzxjlhl,,False
False,926.0,927.0,False,994.0,995.0,False,660.0,661.0,False,mtyjsvebda,wqcffrrpco,False,ascbzxjlhl,zdtjamjnql,False
True,784.0,784.0,True,207.0,207.0,True,664.0,664.0,True,owxhsmekyp,owxhsmekyp,True,iuzemasxup,iuzemasxup,True
True,709.0,709.0,True,110.0,110.0,True,157.0,157.0,True,fbvofigesg,fbvofigesg,True,iuzemasxup,iuzemasxup,True
True,72.0,72.0,True,402.0,402.0,True,910.0,910.0,True,tlymfpehaj,tlymfpehaj,True,ascbzxjlhl,ascbzxjlhl,True
True,302.0,302.0,True,127.0,127.0,True,289.0,289.0,True,wqcffrrpco,wqcffrrpco,True,weosbzwpxt,weosbzwpxt,True
False,581.0,,False,64.0,,False,95.0,,False,owxhsmekyp,,False,zdtjamjnql,,False
False,295.0,296.0,False,426.0,427.0,False,666.0,667.0,False,nymmmbobgk,mtyjsvebda,False,iuzemasxup,weosbzwpxt,False
False,176.0,177.0,False,22.0,23.0,False,176.0,177.0,False,xcpzyeuplr,wqcffrrpco,False,lmecjgmczy,zdtjamjnql,False
True,745.0,745.0,True,10.0,10.0,True,207.0,207.0,True,nymmmbobgk,nymmmbobgk,True,weosbzwpxt,weosbzwpxt,True
True,721.0,721.0,True,618.0,618.0,True,716.0,716.0,True,tlymfpehaj,tlymfpehaj,True,weosbzwpxt,weosbzwpxt,True
True,193.0,193.0,True,769.0,769.0,True,225.0,225.0,True,xcpzyeuplr,xcpzyeuplr,True,ascbzxjlhl,ascbzxjlhl,True
True,900.0,900.0,True,203.0,203.0,True,117.0,117.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
True,826.0,826.0,True,562.0,562.0,True,592.0,592.0,True,lblbzlxdgm,lblbzlxdgm,True,lmecjgmczy,lmecjgmczy,True
True,7.0,7.0,True,681.0,681.0,True,547.0,547.0,True,snqkmqrzga,snqkmqrzga,True,ascbzxjlhl,ascbzxjlhl,True
True,93.0,93.0,True,660.0,660.0,True,709.0,709.0,True,wqcffrrpco,wqcffrrpco,True,lmecjgmczy,lmecjgmczy,True
True,485.0,485.0,True,163.0,163.0,True,175.0,175.0,True,nymmmbobgk,nymmmbobgk,True,zdtjamjnql,zdtjamjnql,True
True,273.0,273.0,True,417.0,417.0,True,909.0,909.0,True,ouradkbgcn,ouradkbgcn,True,weosbzwpxt,weosbzwpxt,True
True,206.0,206.0,True,193.0,193.0,True,299.0,299.0,True,lblbzlxdgm,lblbzlxdgm,True,weosbzwpxt,weosbzwpxt,True
True,76.0,76.0,True,80.0,80.0,True,816.0,816.0,True,xcpzyeuplr,xcpzyeuplr,True,iuzemasxup,iuzemasxup,True
True,182.0,182.0,True,99.0,99.0,True,78.0,78.0,True,ouradkbgcn,ouradkbgcn,True,lmecjgmczy,lmecjgmczy,True
False,208.0,,False,247.0,,False,144.0,,False,fbvofigesg,,False,lmecjgmczy,,False
False,192.0,,False,460.0,,False,999.0,,False,tlymfpehaj,,False,weosbzwpxt,,False
True,762.0,762.0,True,568.0,568.0,True,313.0,313.0,True,ouradkbgcn,ouradkbgcn,True,weosbzwpxt,weosbzwpxt,True
True,463.0,463.0,True,838.0,838.0,True,249.0,249.0,True,snqkmqrzga,snqkmqrzga,True,ascbzxjlhl,ascbzxjlhl,True
True,407.0,407.0,True,506.0,506.0,True,656.0,656.0,True,snqkmqrzga,snqkmqrzga,True,lmecjgmczy,lmecjgmczy,True
False,839.0,840.0,False,212.0,213.0,False,861.0,862.0,False,wqcffrrpco,snqkmqrzga,False,weosbzwpxt,iuzemasxup,False
False,354.0,355.0,False,656.0,657.0,False,533.0,534.0,False,nymmmbobgk,nymmmbobgk,True,iuzemasxup,iuzemasxup,True
True,593.0,593.0,True,441.0,441.0,True,977.0,977.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
True,573.0,573.0,True,382.0,382.0,True,378.0,378.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
True,679.0,679.0,True,858.0,858.0,True,614.0,614.0,True,wqcffrrpco,wqcffrrpco,True,iuzemasxup,iuzemasxup,True
False,383.0,,False,65.0,,False,535.0,,False,owxhsmekyp,,False,ascbzxjlhl,,False
